"Fingerprint","RelativePath","LineNumber","Category","RiskLevel","RefactorTrack","Evidence","Status"
"71A323A11EB904A5","Backend\PlantProcess.Api\BlendedProvenance\V5BlendedProvenanceEndpoints.cs","34","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"CBB976C8363E0113","Backend\PlantProcess.Api\BlendedProvenance\V5BlendedProvenanceEndpoints.cs","83","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"A53DEED313284475","Backend\PlantProcess.Api\BlendedProvenance\V5BlendedProvenanceEndpoints.cs","137","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"7EDB5B806F954548","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","96","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"1BB6B4229D024E7F","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","162","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"830744F19ED2888D","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","243","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"4CC464971B426F14","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","305","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"42E3667ED72D3D67","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","377","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"3C6A913F410B52FF","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","437","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"388DD85ADEF0058E","Backend\PlantProcess.Api\ComplianceControls\V5ComplianceControlsEndpoints.cs","482","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"A670315308C761F6","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","56","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"AFC0050821748C9F","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","112","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"339B0EE9C24F6775","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","184","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"3F3E5834E28708FA","Backend\PlantProcess.Api\DeploymentPortability\V5DeploymentPortabilityEndpoints.cs","267","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"D56D05D7D28EF8F4","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","45","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"C32643AEB19668B7","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","85","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"9316AFF64C1D795D","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","131","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"994C1A1DD156E2B9","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","183","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"C84F26EEEDA1D67F","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","226","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"06500DA99B19B87C","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","284","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(sql, connection);","REMAINING_IN_API"
"F9F0D8ABD9A003CA","Backend\PlantProcess.Api\Endpoints\PageBuilder\PageDefinitionEndpoints.cs","299","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","NpgsqlCommand command,","REMAINING_IN_API"
"7795C9FF81CE4B74","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","33","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"8240D6FDBE11E2F1","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","103","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"62CF4893117897A2","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","167","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(","REMAINING_IN_API"
"0AC6D5346F480477","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","246","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(sql, connection);","REMAINING_IN_API"
"11BE7804DC72F3BE","Backend\PlantProcess.Api\Endpoints\Phase2\Phase2LifecycleProofEndpoints.cs","383","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(sql, connection);","REMAINING_IN_API"
"F15F553D3E0D694A","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","217","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(sql, connection);","REMAINING_IN_API"
"1BED085FF5C2015C","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","363","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(sql, connection);","REMAINING_IN_API"
"F3C118C866A74B76","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","383","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(sql, connection);","REMAINING_IN_API"
"1E5F5A5A732A2FAD","Backend\PlantProcess.Api\Endpoints\Phase45\Phase45ClosureEndpoints.cs","546","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = new NpgsqlCommand(sql, connection);","REMAINING_IN_API"
"EE084DC2F2BF6DA1","Backend\PlantProcess.Api\Endpoints\Reporting\CustomerDemoReportEndpoints.cs","150","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var command = connection.CreateCommand();","REMAINING_IN_API"
"E02B99A5E3B05CF5","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","48","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"A6AA45EA9DFBB04B","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","113","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"C0C5BB73E5CA08E5","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","149","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var deleteCodes = connection.CreateCommand();","REMAINING_IN_API"
"EE3FF24B0421B5D2","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","162","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var codeCmd = connection.CreateCommand();","REMAINING_IN_API"
"A8110F73C7200950","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","234","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"5E5BBA73A92D759B","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","280","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"1867FC74D38ED75D","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","342","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"BDDBEBA26582FA11","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","403","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"CF9436B78BBABBCD","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","500","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"CB81B5472105FA62","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","567","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"34FC642F3EEDC0ED","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","586","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"C53A19D9F6D296A0","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","636","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"B458248D672189AD","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","671","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"5F468D49C3F81071","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","697","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"675696FCDB475448","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","726","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"F3EEF3B378FAA1AA","Backend\PlantProcess.Api\EnterpriseIdentity\V5EnterpriseIdentityEndpoints.cs","800","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"26FEE08799D9F9C2","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","150","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"B62FEE8E4574F516","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","206","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"CCB60FBDF60BFD7F","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","315","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"6C85DE48E455DE7F","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","364","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"47490138F8BE2011","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","410","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"D76D4A6428AD0E4D","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","467","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"6312E4A16D49C8D7","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","496","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"96CC87104201724A","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","529","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"4E4A9F8A3C8FAE35","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","582","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"C69871BAD46ECAAA","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","642","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"838498855FBA8B00","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","695","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"7AD2AAD34D6B47B6","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","774","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"A55E16E320195584","Backend\PlantProcess.Api\EnterpriseSsoScim\V5EnterpriseSsoScimEndpoints.cs","853","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"0F5017B8744992F3","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","68","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"BD0A40114BE76803","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","200","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"06C31BC36C658546","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","301","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"967E81B78636E7AD","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","480","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"81EFDDE75E856773","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","515","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"93601E82C158D2EA","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","554","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"0016EC7192CBEB5B","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","618","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"60115F3687199B64","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","677","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"043F81EFD3514C79","Backend\PlantProcess.Api\EnterpriseSsoScim\V5IdentityRuntimeCertificationEndpoints.cs","798","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"617F8A445CBA8C5A","Backend\PlantProcess.Api\Hosting\ReadModelRefreshHostedService.cs","89","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = dataSource.CreateCommand(","REMAINING_IN_API"
"874B0C4F81AC6AFD","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","156","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"5DD53422F66CF814","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","209","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"B1C9B5EA5E227092","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","295","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"2AF69F9835E4CE1F","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","341","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"7501AF48AFBFA6D0","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","421","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"CCD877C260D25A31","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","470","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
"DB0094DB764006C9","Backend\PlantProcess.Api\OutboundLeadSystem\V5OutboundLeadSystemEndpoints.cs","556","DIRECT_NPGSQL_IN_API","HIGH_DIRECT_API_DB_ACCESS","CanonicalDataAndIntegrationRuntime","await using var cmd = connection.CreateCommand();","REMAINING_IN_API"
